Id,Sales,Date,Store
37671,8902.58128188095,2015-08-04,11
38527,10699.849603586208,2015-08-03,11
39383,0.0,2015-08-02,11
40239,6392.549474571757,2015-08-01,11
8,8571.44123260492,2015-09-17,12
864,9359.039267106637,2015-09-16,12
1720,9347.774125274474,2015-09-15,12
2576,11369.806670082316,2015-09-14,12
3432,0.0,2015-09-13,12
4288,6127.326663385856,2015-09-12,12
5144,6541.0661358315365,2015-09-11,12
6000,6130.003291993138,2015-09-10,12
6856,6165.5314787264215,2015-09-09,12
7712,6029.074489462783,2015-09-08,12
8568,5878.397996645523,2015-09-07,12
9424,0.0,2015-09-06,12
10280,5870.735801477977,2015-09-05,12
11136,7915.6175519326425,2015-09-04,12
11992,8015.8288412696165,2015-09-03,12
12848,9061.824622521373,2015-09-02,12
13704,8958.853559604095,2015-09-01,12
14560,14491.545102329921,2015-08-31,12
15416,0.0,2015-08-30,12
16272,7072.482278394508,2015-08-29,12
17128,7138.42255626465,2015-08-28,12
17984,6942.344494313631,2015-08-27,12
18840,6413.213565653124,2015-08-26,12
19696,6235.914662167822,2015-08-25,12
20552,6173.346442842005,2015-08-24,12
21408,0.0,2015-08-23,12
22264,6197.301373597026,2015-08-22,12
23120,8057.767445866086,2015-08-21,12
23976,8498.735256432228,2015-08-20,12
24832,9017.447756683774,2015-08-19,12
25688,8853.447720300337,2015-08-18,12
26544,10297.014324356536,2015-08-17,12
27400,0.0,2015-08-16,12
28256,6121.59145030097,2015-08-15,12
29112,6042.553588188471,2015-08-14,12
29968,6180.073725163874,2015-08-13,12
30824,6227.37384048198,2015-08-12,12
31680,6050.591632428931,2015-08-11,12
32536,6140.732225879465,2015-08-10,12
33392,0.0,2015-08-09,12
34248,6272.905633515691,2015-08-08,12
35104,7925.779567216059,2015-08-07,12
35960,8300.79018620854,2015-08-06,12
36816,8826.403880479751,2015-08-05,12
37672,9034.291049075711,2015-08-04,12
38528,11502.495950964196,2015-08-03,12
39384,0.0,2015-08-02,12
40240,6537.770156331819,2015-08-01,12
9,5375.944302585961,2015-09-17,13
865,7813.842935632793,2015-09-16,13
1721,7124.074301865865,2015-09-15,13
2577,7845.878158332195,2015-09-14,13
3433,0.0,2015-09-13,13
4289,4148.370137279683,2015-09-12,13
5145,3839.179816336039,2015-09-11,13
6001,3925.156980638289,2015-09-10,13
6857,3498.9769326630258,2015-09-09,13
7713,3520.9035723350726,2015-09-08,13
8569,3639.2683639079487,2015-09-07,13
9425,0.0,2015-09-06,13
10281,4151.609648999943,2015-09-05,13
11137,6293.827427076633,2015-09-04,13
11993,5681.237911966649,2015-09-03,13
12849,7140.4179137015235,2015-09-02,13
13705,7038.947835568324,2015-09-01,13
14561,8764.694649119001,2015-08-31,13
15417,0.0,2015-08-30,13
16273,4542.412259588286,2015-08-29,13
17129,4364.417393557246,2015-08-28,13
17985,3976.2502983468703,2015-08-27,13
18841,3416.8837657059685,2015-08-26,13
19697,3421.568322894743,2015-08-25,13
20553,3333.537749063957,2015-08-24,13
21409,0.0,2015-08-23,13
22265,4353.22376959352,2015-08-22,13
23121,6687.601543547045,2015-08-21,13
23977,6120.1891244382805,2015-08-20,13
24833,6967.624739562675,2015-08-19,13
25689,6851.42453354114,2015-08-18,13
26545,7551.18757577571,2015-08-17,13
27401,0.0,2015-08-16,13
28257,0.0,2015-08-15,13
29113,3674.705412903497,2015-08-14,13
29969,3774.3650505628357,2015-08-13,13
30825,3532.58790696755,2015-08-12,13
31681,3534.2834040152748,2015-08-11,13
32537,3722.948700667932,2015-08-10,13
33393,0.0,2015-08-09,13
34249,0.0,2015-08-08,13
35105,6215.149437689698,2015-08-07,13
35961,6018.54827348406,2015-08-06,13
36817,7424.7982649957075,2015-08-05,13
37673,6598.122134625868,2015-08-04,13
38529,7916.66891359892,2015-08-03,13
39385,0.0,2015-08-02,13
40241,4333.850185140441,2015-08-01,13
10,5630.155719899255,2015-09-17,14
866,5576.195298659529,2015-09-16,14
1722,6638.9680896205045,2015-09-15,14
2578,7305.770818823937,2015-09-14,14
3434,0.0,2015-09-13,14
4290,3304.9819120989173,2015-09-12,14
5146,4666.622049663504,2015-09-11,14
6002,4676.839058784831,2015-09-10,14
6858,4644.418518842871,2015-09-09,14
7714,4597.661567531212,2015-09-08,14
8570,5558.856966244741,2015-09-07,14
9426,0.0,2015-09-06,14
10282,3636.933396122839,2015-09-05,14
11138,6101.852522471121,2015-09-04,14
11994,6345.756715139547,2015-09-03,14
12850,6365.022906439541,2015-09-02,14
13706,6873.130473423351,2015-09-01,14
14562,11587.54699964639,2015-08-31,14
15418,0.0,2015-08-30,14
16274,3601.144563241225,2015-08-29,14
17130,4714.017422664069,2015-08-28,14
17986,4614.584547665863,2015-08-27,14
18842,4575.450747866819,2015-08-26,14
19698,4445.892136330391,2015-08-25,14
20554,4773.876474258306,2015-08-24,14
21410,0.0,2015-08-23,14
22266,3422.2260715515768,2015-08-22,14
23122,5870.450606701957,2015-08-21,14
23978,5732.0041563028135,2015-08-20,14
24834,5757.038471464339,2015-08-19,14
25690,6643.349463339835,2015-08-18,14
26546,7133.365412567968,2015-08-17,14
27402,0.0,2015-08-16,14
28258,3251.9728991519823,2015-08-15,14
29114,4687.554185299488,2015-08-14,14
29970,4644.247926042939,2015-08-13,14
30826,4596.166829083129,2015-08-12,14
31682,4697.690556606821,2015-08-11,14
32538,5184.262597914754,2015-08-10,14
33394,0.0,2015-08-09,14
34250,3312.534638178121,2015-08-08,14
35106,5631.10888446936,2015-08-07,14
35962,5901.283557393181,2015-08-06,14
36818,6191.970283177117,2015-08-05,14
37674,6619.508275229809,2015-08-04,14
38530,6812.271441551486,2015-08-03,14
39386,0.0,2015-08-02,14
40242,3598.8294413214835,2015-08-01,14
11,6568.393909221174,2015-09-17,15
867,6844.723447815932,2015-09-16,15
1723,6775.592659074515,2015-09-15,15
2579,8437.183608612597,2015-09-14,15
3435,0.0,2015-09-13,15
4291,5565.91276317648,2015-09-12,15
5147,6049.104681821074,2015-09-11,15
6003,5739.578176924192,2015-09-10,15
6859,5489.042107050603,2015-09-09,15
7715,5511.470205303205,2015-09-08,15
8571,5725.314252686289,2015-09-07,15
9427,0.0,2015-09-06,15
10283,5389.674819203656,2015-09-05,15
11139,6912.325329382872,2015-09-04,15
11995,7679.160889467925,2015-09-03,15
12851,7879.976252359,2015-09-02,15
13707,7687.842152887745,2015-09-01,15
14563,12855.680072529227,2015-08-31,15
15419,0.0,2015-08-30,15
16275,6664.907146735846,2015-08-29,15
17131,6504.173108206298,2015-08-28,15
17987,5883.143226792621,2015-08-27,15
18843,5337.809337423072,2015-08-26,15
19699,4986.727158425795,2015-08-25,15
20555,5896.699227006167,2015-08-24,15
21411,0.0,2015-08-23,15
22267,5492.886255561633,2015-08-22,15
23123,7450.154332374037,2015-08-21,15
23979,7598.534689677493,2015-08-20,15
24835,7985.698907119555,2015-08-19,15
25691,7924.663909115208,2015-08-18,15
26547,8897.722824215116,2015-08-17,15
27403,0.0,2015-08-16,15
28259,5860.669610981417,2015-08-15,15
29115,6050.629362101477,2015-08-14,15
29971,5940.197114798126,2015-08-13,15
30827,5647.949364713683,2015-08-12,15
31683,5653.094832155594,2015-08-11,15
32539,5791.487311413149,2015-08-10,15
33395,0.0,2015-08-09,15
34251,6000.052569760709,2015-08-08,15
35107,7772.999982210064,2015-08-07,15
35963,7626.526014925143,2015-08-06,15
36819,7471.74731030509,2015-08-05,15
37675,7492.489156663304,2015-08-04,15
38531,9735.063048558037,2015-08-03,15
39387,0.0,2015-08-02,15
40243,6394.780694193179,2015-08-01,15
12,7945.655092767933,2015-09-17,16
868,8019.007789533943,2015-09-16,16
1724,8894.84717070171,2015-09-15,16
2580,9884.987199461939,2015-09-14,16
3436,0.0,2015-09-13,16
4292,5500.963806238444,2015-09-12,16
5148,6583.773776450442,2015-09-11,16
6004,6987.994503305926,2015-09-10,16
6860,6758.244884521149,2015-09-09,16
7716,6916.194036304221,2015-09-08,16
8572,7376.646497318745,2015-09-07,16
9428,0.0,2015-09-06,16
10284,4871.647987997419,2015-09-05,16
11140,7965.082658539591,2015-09-04,16
11996,7999.465291484137,2015-09-03,16
12852,7957.517339093784,2015-09-02,16
13708,8722.345434310848,2015-09-01,16
14564,10955.424553777175,2015-08-31,16
15420,0.0,2015-08-30,16
16276,5781.85287063665,2015-08-29,16
17132,6334.882821126115,2015-08-28,16
17988,6196.334473005561,2015-08-27,16
18844,6195.932766016628,2015-08-26,16
19700,6502.470141251504,2015-08-25,16
20556,6623.576800516899,2015-08-24,16
21412,0.0,2015-08-23,16
22268,5714.935577183749,2015-08-22,16
23124,7621.976628529872,2015-08-21,16
23980,7722.65689153048,2015-08-20,16
24836,8253.190916621492,2015-08-19,16
25692,8745.64957265503,2015-08-18,16
26548,9864.632424543592,2015-08-17,16
27404,0.0,2015-08-16,16
28260,5559.686534963883,2015-08-15,16
29116,6631.879643710041,2015-08-14,16
29972,6716.21964043347,2015-08-13,16
30828,6746.578771345962,2015-08-12,16
31684,6938.274400110267,2015-08-11,16
32540,7367.793258639105,2015-08-10,16
33396,0.0,2015-08-09,16
34252,5903.041554492131,2015-08-08,16
35108,7589.6900425891345,2015-08-07,16
35964,7869.812140572678,2015-08-06,16
36820,9173.258054595866,2015-08-05,16
37676,10205.341555597475,2015-08-04,16
38532,10897.053908820177,2015-08-03,16
39388,0.0,2015-08-02,16
40244,5832.231200338556,2015-08-01,16
13,6870.432735187616,2015-09-17,19
869,6824.214043074173,2015-09-16,19
1725,7987.88540492123,2015-09-15,19
2581,9674.276616530638,2015-09-14,19
3437,0.0,2015-09-13,19
4293,4611.187040845751,2015-09-12,19
5149,5878.774970934404,2015-09-11,19
6005,5836.391459176875,2015-09-10,19
6861,5566.64219127241,2015-09-09,19
7717,5816.024206153207,2015-09-08,19
8573,6042.104298628537,2015-09-07,19
9429,0.0,2015-09-06,19
10285,4418.168681171472,2015-09-05,19
11141,7915.354363520098,2015-09-04,19
11997,7840.923780070619,2015-09-03,19
12853,8084.130571053206,2015-09-02,19
13709,8493.532779475705,2015-09-01,19
14565,10041.754923831315,2015-08-31,19
15421,0.0,2015-08-30,19
16277,4551.421180512127,2015-08-29,19
17133,6770.264459409176,2015-08-28,19
17989,5874.977790795268,2015-08-27,19
18845,5974.9181037956405,2015-08-26,19
19701,5692.331839281648,2015-08-25,19
20557,5906.593226470536,2015-08-24,19
21413,0.0,2015-08-23,19
22269,4401.481556374212,2015-08-22,19
23125,7233.845758836845,2015-08-21,19
23981,7392.899940748058,2015-08-20,19
24837,7362.170176420871,2015-08-19,19
25693,8123.866837615362,2015-08-18,19
26549,10039.238143637655,2015-08-17,19
27405,0.0,2015-08-16,19
28261,4574.183537893988,2015-08-15,19
29117,6219.3349175701005,2015-08-14,19
29973,5972.08826961579,2015-08-13,19
30829,5957.655745861879,2015-08-12,19
31685,5835.36424648771,2015-08-11,19
32541,6423.276026198874,2015-08-10,19
33397,0.0,2015-08-09,19
34253,4631.203121854193,2015-08-08,19
35109,7891.3470983306015,2015-08-07,19
35965,7747.570179578193,2015-08-06,19
36821,7467.165000614284,2015-08-05,19
37677,8001.040174516968,2015-08-04,19
38533,10131.78906290646,2015-08-03,19
39389,0.0,2015-08-02,19
40245,4524.4436675788875,2015-08-01,19
14,9426.264076047977,2015-09-17,20
870,9196.808719454155,2015-09-16,20
1726,9466.385986217614,2015-09-15,20
2582,10214.476881505114,2015-09-14,20
3438,0.0,2015-09-13,20
4294,5685.378184153099,2015-09-12,20
5150,7340.335795709091,2015-09-11,20
6006,8430.0489723698,2015-09-10,20
6862,7923.452858957107,2015-09-09,20
7718,7612.082482159174,2015-09-08,20
8574,8075.481404147067,2015-09-07,20
9430,0.0,2015-09-06,20
10286,5356.844273610496,2015-09-05,20
11142,8432.568422253553,2015-09-04,20
11998,9580.822231555318,2015-09-03,20
12854,9413.067069329074,2015-09-02,20
13710,9513.086030209073,2015-09-01,20
14566,11364.987109677446,2015-08-31,20
15422,0.0,2015-08-30,20
16278,6192.713494474332,2015-08-29,20
17134,7480.922139649871,2015-08-28,20
17990,8104.684659528238,2015-08-27,20
18846,7696.321200884179,2015-08-26,20
19702,7600.365878399891,2015-08-25,20
20558,7736.204129407689,2015-08-24,20
21414,0.0,2015-08-23,20
22270,5614.063274795864,2015-08-22,20
23126,8334.816472002934,2015-08-21,20
23982,9357.252552138974,2015-08-20,20
24838,9220.30400249031,2015-08-19,20
25694,9019.180888206432,2015-08-18,20
26550,10256.171438701198,2015-08-17,20
27406,0.0,2015-08-16,20
28262,0.0,2015-08-15,20
29118,7696.789282055343,2015-08-14,20
29974,9014.508717178933,2015-08-13,20
30830,8345.133942415336,2015-08-12,20
31686,8204.781902335977,2015-08-11,20
32542,8588.369433610473,2015-08-10,20
33398,0.0,2015-08-09,20
34254,5576.560261370523,2015-08-08,20
35110,8591.14995760708,2015-08-07,20
35966,9438.3759866993,2015-08-06,20
36822,9278.52829023247,2015-08-05,20
37678,9617.959092591116,2015-08-04,20
38534,10096.634419912476,2015-08-03,20
39390,0.0,2015-08-02,20
40246,5972.927223664509,2015-08-01,20
15,5630.950793861232,2015-09-17,21
871,5692.939670348818,2015-09-16,21
1727,6818.234652703254,2015-09-15,21
2583,8428.363247397987,2015-09-14,21
3439,0.0,2015-09-13,21
4295,5426.005436574996,2015-09-12,21
5151,4666.55415780842,2015-09-11,21
6007,3523.9834123693663,2015-09-10,21
6863,3660.657033768507,2015-09-09,21
7719,3664.1657556233495,2015-09-08,21
8575,4103.408245681058,2015-09-07,21
9431,0.0,2015-09-06,21
10287,5849.2613831649705,2015-09-05,21
11143,6084.272499538185,2015-09-04,21
11999,5822.520720472907,2015-09-03,21
12855,5877.205430787618,2015-09-02,21
13711,6175.720218368282,2015-09-01,21
14567,12846.10540993101,2015-08-31,21
15423,0.0,2015-08-30,21
16279,5562.366422176432,2015-08-29,21
17135,4665.195801202191,2015-08-28,21
17991,3789.5017973791073,2015-08-27,21
18847,3769.1076393276853,2015-08-26,21
19703,3923.8631980407945,2015-08-25,21
20559,3988.7729006624995,2015-08-24,21
21415,0.0,2015-08-23,21
22271,4970.332523037141,2015-08-22,21
23127,6121.834980022628,2015-08-21,21
23983,5882.084166129751,2015-08-20,21
24839,6224.914632927525,2015-08-19,21
25695,6762.401355248599,2015-08-18,21
26551,8408.36781451293,2015-08-17,21
27407,0.0,2015-08-16,21
28263,5389.500965199926,2015-08-15,21
29119,4757.700294758613,2015-08-14,21
29975,3637.2270346416735,2015-08-13,21
30831,3657.0966379347815,2015-08-12,21
31687,3624.183142129793,2015-08-11,21
32543,3974.5949256133845,2015-08-10,21
33399,0.0,2015-08-09,21
34255,5392.580666646738,2015-08-08,21
35111,6143.206273921837,2015-08-07,21
35967,6268.777800040078,2015-08-06,21
36823,6015.318004676569,2015-08-05,21
37679,7154.435525894517,2015-08-04,21
38535,8117.116279819449,2015-08-03,21
