Id,Sales,Date
8562,5400.896765543102,2015-09-07
9418,-0.07252786823558513,2015-09-06
10274,4885.615654888677,2015-09-05
11130,6686.753796165178,2015-09-04
11986,6871.1814315080965,2015-09-03
12842,7060.695012553395,2015-09-02
13698,7255.434794006609,2015-09-01
14554,7296.510889813776,2015-08-31
15410,-0.08972038860912658,2015-08-30
16266,4795.032621364526,2015-08-29
17122,4767.696663597559,2015-08-28
17978,4899.202618532572,2015-08-27
18834,5034.335102350285,2015-08-26
19690,5173.194123538858,2015-08-25
20546,5315.882448512277,2015-08-24
21402,-0.08712429857650222,2015-08-23
22258,4808.710761936565,2015-08-22
23114,6581.502835969508,2015-08-21
23970,6763.027974256152,2015-08-20
24826,6949.559016323032,2015-08-19
25682,7141.234009566189,2015-08-18
26538,7338.194808303334,2015-08-17
27394,-0.08452080457330316,2015-08-16
28250,4822.4279121535,2015-08-15
29106,4794.935809386883,2015-08-14
29962,4927.192936000721,2015-08-13
30818,5063.097306496755,2015-08-12
31674,5309.220034068441,2015-08-11
32530,5455.659534367531,2015-08-10
33386,-0.08190988548362833,2015-08-09
34242,4836.18418326968,2015-08-08
35098,6754.552188283705,2015-08-07
35954,6940.849494299255,2015-08-06
36810,7132.284305771258,2015-08-05
37666,7328.998299264336,2015-08-04
38522,7531.137058346063,2015-08-03
39378,-0.07929152013135476,2015-08-02
40234,4849.979686856723,2015-08-01
3,8267.646490283658,2015-09-17
859,8495.670273181284,2015-09-16
1715,8729.982249149933,2015-09-15
2571,8970.755827171757,2015-09-14
3427,0.11912219538463797,2015-09-13
4283,5895.3712788828825,2015-09-12
5139,5861.763718429709,2015-09-11
5995,6023.440670380938,2015-09-10
6851,6189.576174313389,2015-09-09
7707,6360.293183347637,2015-09-08
8563,6535.718041272365,2015-09-07
9419,0.12231389817614344,2015-09-06
10275,5912.187552162212,2015-09-05
11131,8091.705727704793,2015-09-04
11987,8314.877606690907,2015-09-03
12843,8544.203878193688,2015-09-02
13699,8779.854261388427,2015-09-01
14555,8829.559553470357,2015-08-31
15411,0.10150960239294328,2015-08-30
16267,5802.574989173706,2015-08-29
17123,5887.562711793969,2015-08-28
17979,6049.951120459279,2015-08-27
18835,6216.817700888989,2015-08-26
19691,6388.285947256827,2015-08-25
20547,6564.482759325178,2015-08-24
21403,0.10465107459975559,2015-08-23
22259,5819.126610229967,2015-08-22
23115,8127.317543461881,2015-08-21
23971,8351.471486556591,2015-08-20
24827,8581.806904468967,2015-08-19
25683,8818.494263220666,2015-08-18
26539,9061.708729760823,2015-08-17
27395,0.10780150619067562,2015-08-16
28251,5835.725436010908,2015-08-15
29107,5921.198614748453,2015-08-14
29963,6084.514597937825,2015-08-13
30819,6252.33433253781,2015-08-12
31675,6424.782018129936,2015-08-11
32531,6601.985279337341,2015-08-10
33387,0.11096092271759696,2015-08-09
34243,5852.371601143004,2015-08-08
35099,8173.747090612231,2015-08-07
35955,8399.18141750275,2015-08-06
36811,8630.832528249366,2015-08-05
37667,8868.871862588194,2015-08-04
38523,9113.475588034822,2015-08-03
39379,0.11412934980528647,2015-08-02
40235,5869.065240636649,2015-08-01
4,7638.943140892334,2015-09-17
860,7849.629223331114,2015-09-16
1716,8066.125378504051,2015-09-15
2572,8288.591830308163,2015-09-14
3428,0.03403017053591844,2015-09-13
4284,5447.0429609840985,2015-09-12
5140,5415.990738438609,2015-09-11
5996,5565.374645653851,2015-09-10
6852,5718.8781005686105,2015-09-09
7708,5876.61470761035,2015-09-08
8564,6038.701204066441,2015-09-07
9420,0.03697919343566179,2015-09-06
10276,5462.58061540515,2015-09-05
11132,7476.379966393668,2015-09-04
11988,7682.583057565063,2015-09-03
12844,7894.472594389848,2015-09-02
13700,8112.205391511224,2015-09-01
14556,8158.131360864686,2015-08-31
15412,0.017756744264962914,2015-08-30
16268,5361.302401401961,2015-08-29
17124,5439.828115284605,2015-08-28
17980,5589.869383876847,2015-08-27
18836,5744.048328169141,2015-08-26
19692,5902.479052503308,2015-08-25
20548,6065.278807867201,2015-08-24
21404,0.020659355843162853,2015-08-23
22260,5376.595526329715,2015-08-22
23116,7509.284051463429,2015-08-21
23972,7716.394535877384,2015-08-20
24828,7929.216489053392,2015-08-19
25684,8147.907415694887,2015-08-18
26540,8372.62916399949,2015-08-17
27396,0.023570245582152562,2015-08-16
28252,5391.93226678912,2015-08-15
29108,5470.906525320249,2015-08-14
29964,5621.804840665077,2015-08-13
30820,5776.864466417628,2015-08-12
31676,5936.200158692111,2015-08-11
32532,6099.929838222627,2015-08-10
33388,0.026489437090997266,2015-08-09
34244,5407.312747170348,2015-08-08
35100,7552.183345888808,2015-08-07
35956,7760.476860610082,2015-08-06
36812,7974.5144684227225,2015-08-05
37668,8194.454573708575,2015-08-04
38524,8420.459949154078,2015-08-03
39380,0.029416954046094526,2015-08-02
40236,5422.73709221834,2015-08-01
5,8587.875603506272,2015-09-17
861,8824.730318271242,2015-09-16
1717,9068.116755987656,2015-09-15
2573,9318.215041441095,2015-09-14
3429,0.16246369131590932,2015-09-13
4285,6123.726638866726,2015-09-12
5141,6088.817520861885,2015-09-11
5997,6256.755916812771,2015-09-10
6853,6429.325536070093,2015-09-09
7709,6606.6540934973455,2015-09-08
8565,6788.872825940272,2015-09-07
9421,0.16577900274829632,2015-09-06
10277,6141.194174754304,2015-09-05
11133,8405.120986393093,2015-09-04
11989,8636.935892141557,2015-09-03
12845,8875.143538443499,2015-09-02
13701,9119.920217378381,2015-09-01
14557,9171.550501854721,2015-08-31
15413,0.1441689957525412,2015-08-30
16269,6027.336523541853,2015-08-29
17125,5992.976800491069,2015-08-28
17981,6158.272204793895,2015-08-27
18837,6328.12594684027,2015-08-26
19693,6502.663731534525,2015-08-25
20549,6682.014730334779,2015-08-24
21405,0.14743213126424665,2015-08-23
22261,6044.529157723959,2015-08-22
23117,8272.82659693066,2015-08-21
23973,8500.993231202416,2015-08-20
24829,8735.451997945784,2015-08-19
25685,8976.376414779425,2015-08-18
26541,9223.944784403084,2015-08-17
27397,0.15070457314014066,2015-08-16
28253,6061.770824780882,2015-08-15
29109,6027.21483646697,2015-08-14
29965,6193.454420266571,2015-08-13
30821,6364.278379369889,2015-08-12
31677,6673.640459453491,2015-08-11
32533,6857.706469390495,2015-08-10
33389,0.1539863479216936,2015-08-09
34245,6079.061664552894,2015-08-08
35101,8490.339656846863,2015-08-07
35957,8724.504630848105,2015-08-06
36813,8965.127153041392,2015-08-05
37669,9212.385302701081,2015-08-04
38525,9466.462069979012,2015-08-03
39381,0.1572774822260713,2015-08-02
40237,6096.40181727912,2015-08-01
6,7734.730241231313,2015-09-17
862,7948.0578366429545,2015-09-16
1718,8167.268349574335,2015-09-15
2574,8392.524012757123,2015-09-14
3430,0.04699450153578068,2015-09-13
4286,5515.348736057433,2015-09-12
5142,5483.907190934282,2015-09-11
5998,5635.164024563449,2015-09-10
6854,5790.592055429523,2015-09-09
7710,5950.306312294986,2015-09-08
8566,6114.424996061023,2015-09-07
9422,0.04998049831702947,2015-09-06
10278,5531.081196491515,2015-09-05
11134,7570.128902989806,2015-09-04
11990,7778.9173008604785,2015-09-03
12846,8157.0329551377645,2015-09-02
13702,8382.006357691607,2015-09-01
14558,8429.459574329761,2015-08-31
15414,0.05160178327095077,2015-08-30
16270,5539.623336104706,2015-08-29
17126,5508.04343298984,2015-08-28
17982,5659.965869777262,2015-08-27
18838,5816.0778590850405,2015-08-26
19694,5976.494935857794,2015-08-25
20550,6141.335821137791,2015-08-24
21406,0.054600919880929646,2015-08-23
22262,5555.425026966934,2015-08-22
23118,7603.445528681915,2015-08-21
23974,7813.152696393894,2015-08-20
24830,8028.642941389274,2015-08-19
25686,8250.075743113754,2015-08-18
26542,8477.614978964566,2015-08-17
27398,0.05760860993818145,2015-08-16
28254,5571.271783775519,2015-08-15
29110,5539.511493933293,2015-08-14
29966,5692.301722844278,2015-08-13
30822,5849.3054353074895,2015-08-12
31678,6010.638826211662,2015-08-11
32534,6176.421294742373,2015-08-10
33390,0.06062487783688014,2015-08-09
34246,5587.163735057203,2015-08-08
35102,7646.882680385013,2015-08-07
35958,7857.787710850138,2015-08-06
36814,8074.5088519611,2015-08-05
37670,8297.20649412191,2015-08-04
38526,8526.045450809523,2015-08-03
39382,0.06364974804077117,2015-08-02
40238,5603.101009705251,2015-08-01
7,7610.246469153062,2015-09-17
863,7820.141185839993,2015-09-16
1719,8035.824151832953,2015-09-15
2575,8257.454989206082,2015-09-14
3431,0.03014621173869279,2015-09-13
4287,5426.579366217797,2015-09-12
5143,5395.643780068764,2015-09-11
5999,5544.4665808897,2015-09-10
6855,5697.393455825364,2015-09-09
7711,5854.537582589429,2015-09-08
8567,6016.015259988049,2015-09-07
9423,0.03308415770493744,2015-09-06
10279,5442.05865908297,2015-09-05
11135,7448.293904179814,2015-09-04
11991,7653.722468327926,2015-09-03
12847,7864.816119061517,2015-09-02
13703,8081.731082006559,2015-09-01
14559,8127.484547135522,2015-08-31
15415,0.01393391068335193,2015-08-30
16271,5341.160859908519,2015-08-29
17127,5419.391620465889,2015-08-28
17983,5568.869313524554,2015-08-27
18839,5722.469140607221,2015-08-26
19695,5880.304777464191,2015-08-25
20551,6042.493034672568,2015-08-24
21407,0.01682561965532691,2015-08-23
22263,5356.3965417666395,2015-08-22
23119,7481.074397004082,2015-08-21
23975,7687.406946101583,2015-08-20
24831,7899.429510903035,2015-08-19
25687,8117.299004502628,2015-08-18
26543,8341.17666717402,2015-08-17
27399,0.019725575694187113,2015-08-16
28255,5371.675675330496,2015-08-15
29111,5450.353295741272,2015-08-14
29967,5600.684816367657,2015-08-13
30823,5755.16201695051,2015-08-12
31679,5913.899222564395,2015-08-11
32535,6077.013911017002,2015-08-10
33391,0.02263380232031888,2015-08-09
34247,5386.998384523045,2015-08-08
35103,7523.812555810102,2015-08-07
35959,7731.323691591227,2015-08-06
36815,7944.557344864155,2015-08-05
37671,8163.671325022205,2015-08-04
38527,8388.82779335531,2015-08-03
39383,0.02555032312118799,2015-08-02
40239,5402.364793620667,2015-08-01
8,8004.913593001456,2015-09-17
864,8225.692012440826,2015-09-16
1720,8452.558820160173,2015-09-15
2576,8685.681915141391,2015-09-14
3432,0.08356254034898804,2015-09-13
4288,5708.016466777556,2015-09-12
5144,5675.476772962389,2015-09-11
6000,5832.016505169152,2015-09-10
6856,5992.8731206715565,2015-09-09
7712,6158.165665804543,2015-09-08
8568,6328.016469833989,2015-09-07
9424,0.0866528280754449,2015-09-06
10280,5724.2984097761855,2015-09-05
11136,7834.563276979558,2015-09-04
11992,8050.643959791444,2015-09-03
12848,8272.683481787442,2015-09-02
13704,8500.846169384702,2015-09-01
14560,8548.972095918194,2015-08-31
15416,0.06650958037471616,2015-08-30
16272,5618.168741634658,2015-08-29
17128,5700.456013749064,2015-08-28
17984,5857.684596420626,2015-08-27
18840,6019.249058760344,2015-08-26
19696,6185.2689709645365,2015-08-25
20552,6355.867200606974,2015-08-24
21408,0.06955123357298855,2015-08-23
22264,5634.194441627545,2015-08-22
23120,7869.043541697146,2015-08-21
23976,8086.075083927856,2015-08-20
24832,8309.091687114502,2015-08-19
25688,8538.258400789904,2015-08-18
26544,8773.744826044209,2015-08-17
27400,0.072601561474563,2015-08-16
28256,5650.265846434082,2015-08-15
29112,5733.023149494027,2015-08-14
29968,5891.149833384383,2015-08-13
30824,6053.637163806201,2015-08-12
31680,6220.605393949545,2015-08-11
32536,6392.178093216785,2015-08-10
33392,0.07566058881943202,2015-08-09
34248,5666.383086403042,2015-08-08
35104,7913.997808769112,2015-08-07
35960,8132.269051118479,2015-08-06
36816,8356.559541531815,2015-08-05
37672,8587.035272316969,2015-08-04
38528,8823.866813337992,2015-08-03
39384,0.07872834041814587,2015-08-02
40240,5682.546292254916,2015-08-01
9,7695.94161544719,2015-09-17
865,7908.199540121899,2015-09-16
1721,8126.31088409458,2015-09-15
2577,8521.310387767251,2015-09-14
3433,0.041744644489107474,2015-09-13
4289,5487.688569512691,2015-09-12
5145,5568.065086153725,2015-09-11
6001,5721.642735124458,2015-09-10
6857,5879.455582265519,2015-09-09
7713,6041.620421287878,2015-09-08
8569,6208.257266713016,2015-09-07
9425,0.044715668836193156,2015-09-06
10281,5503.342143984955,2015-09-05
11137,7686.296825386703,2015-09-04
11993,7898.288776480678,2015-09-03
12849,8116.126812141106,2015-09-02
13705,8339.972149360337,2015-09-01
14561,8387.187425299291,2015-08-31
15417,0.02534980887568252,2015-08-30
16273,5401.308334868369,2015-08-29
17129,5480.41989681587,2015-08-28
17985,5631.580561622498,2015-08-27
18841,5786.909771626339,2015-08-26
19697,5946.522482454795,2015-08-25
20553,6110.53681985712,2015-08-24
21409,0.028274075645437113,2015-08-23
22265,5416.715555513337,2015-08-22
23121,7565.31519286234,2015-08-21
23977,7773.970843445494,2015-08-20
24833,7988.380573710836,2015-08-19
25689,8208.703063439605,2015-08-18
26545,8435.101368312293,2015-08-17
27401,0.031206682335935498,2015-08-16
28257,-0.10872365643114033,2015-08-15
29113,5511.730170090672,2015-08-14
29969,5663.754275723315,2015-08-13
30825,5819.970737589689,2015-08-12
31681,5980.495167952178,2015-08-11
32537,6145.4463673030095,2015-08-10
33393,0.03414765273238043,2015-08-09
34249,0.06266625733445386,2015-08-08
35105,7608.534541285077,2015-08-07
35961,7818.382048278261,2015-08-06
36817,8034.01650267964,2015-08-05
37673,8255.59749066101,2015-08-04
38529,8483.288999288921,2015-08-03
39385,0.037097010687809344,2015-08-02
40241,5463.2013646536,2015-08-01
10,7871.325831837503,2015-09-17
866,8088.420312595345,2015-09-16
1722,8311.501589959698,2015-09-15
2578,8540.73476132728,2015-09-14
3434,0.06548206868702999,2015-09-13
4290,5612.755042908114,2015-09-12
5146,5580.758310841814,2015-09-11
6002,5734.685999823804,2015-09-10
6858,5892.85854000068,2015-09-09
7714,6055.392991284052,2015-09-08
8570,6222.4096417370665,2015-09-07
9426,0.06852079145291937,2015-09-06
10282,5628.765303195302,2015-09-05
11138,7703.818004316945,2015-09-04
11994,7916.293135518475,2015-09-03
12850,8134.627675904466,2015-09-02
13706,8358.983209919164,2015-09-01
14562,8406.306100708549,2015-08-31
15418,0.048713656718144156,2015-08-30
16274,5524.406529105444,2015-08-29
17130,5492.913357259173,2015-08-28
17986,5644.418553194942,2015-08-27
18842,5800.101795434482,2015-08-26
19698,5960.078301616426,2015-08-25
20554,6124.466466726735,2015-08-24
21410,0.051704556478189376,2015-08-23
22266,5540.164822092464,2015-08-22
23122,7582.560625860198,2015-08-21
23978,7791.691852328051,2015-08-20
24834,8006.590273395061,2015-08-19
25690,8227.41493051148,2015-08-18
26546,8454.329251000487,2015-08-17
27402,0.05470398619425961,2015-08-16
28258,5555.968057256418,2015-08-15
29114,5524.29499409816,2015-08-14
29970,5676.665598847082,2015-08-13
30826,5833.238115207303,2015-08-12
31682,6116.790841647865,2015-08-11
32538,6285.500655560969,2015-08-10
33394,0.057711970193532504,2015-08-09
34250,5571.816362771032,2015-08-08
35106,7781.927080724362,2015-08-07
35962,7996.556219489522,2015-08-06
36818,8217.104168328215,2015-08-05
37674,8443.734149778136,2015-08-04
38530,8676.613887551412,2015-08-03
39386,0.06072853287256609,2015-08-02
40242,5587.7098671756075,2015-08-01
11,8111.219223360962,2015-09-17
867,8334.929224408805,2015-09-16
1723,8564.808457721072,2015-09-15
2579,8801.02705170755,2015-09-14
3435,0.09795050463908989,2015-09-13
4291,5783.823004930058,2015-09-12
5147,5750.851236421286,2015-09-11
6003,5909.469563995739,2015-09-10
6859,6072.462096119018,2015-09-09
7715,6239.949459869513,2015-09-08
8571,6412.055608848622,2015-09-07
9427,0.10108182640631386,2015-09-06
10283,5800.321145892096,2015-09-05
11139,7938.606929675143,2015-09-04
11995,8157.5568157238595,2015-09-03
12851,8382.544664737903,2015-09-02
13707,8613.736985124448,2015-09-01
14563,8662.501946403629,2015-08-31
15419,0.08067110883853766,2015-08-30
16275,5692.782246793895,2015-08-29
17131,5776.162161269619,2015-08-28
17987,5935.478486132908,2015-08-27
18843,6099.188264158738,2015-08-26
19699,6267.412653242936,2015-08-25
20555,6440.2761524426305,2015-08-24
21411,0.08375315028942121,2015-08-23
22267,5709.020742256019,2015-08-22
23123,7973.545036740524,2015-08-21
23979,8193.458408088762,2015-08-20
24835,8419.436312357053,2015-08-19
25691,8651.645990669993,2015-08-18
26547,8890.25929614689,2015-08-17
27403,0.0868439816296867,2015-08-16
28259,5725.305549418073,2015-08-15
29115,5809.16173609279,2015-08-14
29971,5969.388087511688,2015-08-13
30827,6134.032987820474,2015-08-12
31683,6303.218286977767,2015-08-11
32539,6477.069195188471,2015-08-10
33395,0.08994362792783392,2015-08-09
34251,5741.636800359627,2015-08-08
35107,8019.096224031905,2015-08-07
35963,8240.265756718503,2015-08-06
36819,8467.534463382868,2015-08-05
37675,8701.070540443194,2015-08-04
38531,8941.04682265642,2015-08-03
39387,0.0930521143238572,2015-08-02
40243,5758.014627536935,2015-08-01
12,8630.508674525066,2015-09-17
868,8868.539077976426,2015-09-16
1724,9113.133626249237,2015-09-15
2580,9364.47333822432,2015-09-14
3436,0.16823387584255758,2015-09-13
4292,6154.12827906034,2015-09-12
5148,6244.264158384518,2015-09-11
6004,6416.489293449017,2015-09-10
6860,6593.463866871258,2015-09-09
7716,6775.3188535214495,2015-09-08
8572,6962.188840153017,2015-09-07
9428,0.1715656436674075,2015-09-06
10284,6171.6825195100155,2015-09-05
11140,8619.69280853175,2015-09-04
11996,8857.424943737875,2015-09-03
12852,9101.712998446634,2015-09-02
13708,9352.737764709918,2015-09-01
14564,9405.68594649413,2015-08-31
15420,0.14984836989943473,2015-08-30
16276,6057.259706854513,2015-08-29
17132,6145.9770399618155,2015-08-28
17988,6315.49171926078,2015-08-27
18844,6489.681090902179,2015-08-26
19700,6668.674068491517,2015-08-25
20556,6852.603120674211,2015-08-24
21412,0.15312770281513538,2015-08-23
22268,6074.537681054093,2015-08-22
23124,8484.021516898654,2015-08-21
23980,8718.012256075195,2015-08-20
24836,8958.455738584364,2015-08-19
25692,9205.52991119732,2015-08-18
26548,9459.417627908659,2015-08-17
27404,0.15641638828953291,2015-08-16
28260,6091.864931515649,2015-08-15
29116,6181.089024549399,2015-08-14
29972,6351.571984153988,2015-08-13
30828,6526.756338287209,2015-08-12
31684,6706.7717369185675,2015-08-11
32540,6891.751405364095,2015-08-10
33396,0.15971445299584303,2015-08-09
34252,6109.241598773588,2015-08-08
35108,8532.488583359116,2015-08-07
35964,8767.815894833584,2015-08-06
36820,9009.632808184786,2015-08-05
37676,9258.118286628945,2015-08-04
38532,9513.4562286361,2015-08-03
39388,0.1630219236833526,2015-08-02
40244,6126.667823763143,2015-08-01
13,7520.03266507442,2015-09-17
869,7727.439563120189,2015-09-16
1725,7940.566104102337,2015-09-15
2581,8159.57001814279,2015-09-14
3437,0.017936200028417556,2015-09-13
4293,5362.247908348223,2015-09-12
5149,5331.678992352262,2015-09-11
6005,5478.737841493259,2015-09-10
6861,5629.852120398862,2015-09-09
7717,5785.1336653214985,2015-09-08
8573,5944.6973966127425,2015-09-07
9429,0.020839323409049374,2015-09-06
10285,5377.543729833309,2015-09-05
11141,7359.999674907433,2015-09-04
11997,7562.993356370649,2015-09-03
12853,7771.584977860199,2015-09-02
13709,7985.928913306899,2015-09-01
14565,8031.140076441583,2015-08-31
15421,0.001916058477697188,2015-08-30
16277,5277.841841778496,2015-08-29
17133,5247.754015227329,2015-08-28
17989,5392.498472189858,2015-08-27
18845,5541.234535114602,2015-08-26
19701,5694.072280190259,2015-08-25
20557,5851.12481916751,2015-08-24
21413,0.004773492897178369,2015-08-23
22269,5292.896939704178,2015-08-22
23125,7244.153262584631,2015-08-21
23981,7443.952257081352,2015-08-20
24837,7649.261091985198,2015-08-19
25693,7860.2317117110315,2015-08-18
26549,8077.020250832339,2015-08-17
27405,0.007639076633553463,2015-08-16
28261,5307.994974315652,2015-08-15
29117,5277.735283888109,2015-08-14
29973,5423.306531825937,2015-08-13
30829,5572.892186072565,2015-08-12
31685,5843.791709718511,2015-08-11
32541,6004.973049066467,2015-08-10
33397,0.010512832928428782,2015-08-09
34253,5323.13606806707,2015-08-08
35109,7434.623226783697,2015-08-07
35965,7639.674795787754,2015-08-06
36821,7850.381055013295,2015-08-05
37677,8066.897943386577,2015-08-04
38533,8289.385700148792,2015-08-03
39389,0.013394785089694997,2015-08-02
40245,5338.320343761794,2015-08-01
14,7748.3057907892435,2015-09-17
870,7962.007758012358,2015-09-16
1726,8181.602966775821,2015-09-15
2582,8579.289748630381,2015-09-14
3438,0.048831887962044865,2015-09-13
4294,5525.029459571552,2015-09-12
5150,5605.952797303479,2015-09-11
6006,5760.575272562511,2015-09-10
6862,5919.461759080337,2015-09-09
7718,6082.729845144071,2015-09-08
8574,6250.500361763334,2015-09-07
9430,0.05182312491403637,2015-09-06
10286,5540.789529137488,2015-09-05
11142,7738.595384864288,2015-09-04
11998,7952.029569023395,2015-09-03
12854,8171.349610091333,2015-09-02
13710,8396.717821859089,2015-09-01
14566,8444.254314862133,2015-08-31
15422,0.032325514274194576,2015-08-30
16278,5438.06155907513,2015-08-29
17134,5517.711336317534,2015-08-28
17990,5669.900384078346,2015-08-27
18846,5826.286336668367,2015-08-26
19702,5986.984931786222,2015-08-25
20558,6152.115098819525,2015-08-24
21414,0.03526967554562643,2015-08-23
22270,5453.573598808471,2015-08-22
23126,7616.790684719668,2015-08-21
23982,7826.865870700014,2015-08-20
24838,8042.734282773222,2015-08-19
25694,8264.555680257872,2015-08-18
26550,8492.494228142095,2015-08-17
27406,0.03822223347632162,2015-08-16
28262,-0.10266008559162679,2015-08-15
29118,5549.234621035271,2015-08-14
29974,5702.292983821127,2015-08-13
30830,5859.572224464992,2015-08-12
31686,6021.1887417677435,2015-08-11
32542,6187.262144450395,2015-08-10
33398,0.041183212013299435,2015-08-09
34254,5484.730524056136,2015-08-08
35110,7660.304064934778,2015-08-07
35966,7871.579215815649,2015-08-06
36822,8088.680684122577,2015-08-05
37678,8311.769141731096,2015-08-04
38534,8541.00969135183,2015-08-03
39390,0.04415263517187535,2015-08-02
40246,5500.37566227186,2015-08-01
15,8706.264442983706,2015-09-17
871,8946.38395701931,2015-09-16
1727,9193.125227106802,2015-09-15
2583,9446.670860867167,2015-09-14
3439,0.17848706081184365,2015-09-13
4295,6208.14971266185,2015-09-12
5151,6299.076683446558,2015-09-11
6007,6472.813378997963,2015-09-10
6863,6651.341197086088,2015-09-09
7719,6834.792262102323,2015-09-08
8575,7023.302342021511,2015-09-07
9431,0.18184807041138382,2015-09-06
10287,6225.858020612946,2015-09-05
11143,8695.353649872688,2015-09-04
11999,8935.172277865759,2015-09-03
12855,9181.604364401113,2015-09-02
13711,9434.832288280002,2015-09-01
14567,9488.245177956072,2015-08-31
15423,0.15994019163735995,2015-08-30
16279,6110.430958477002,2015-08-29
17135,6199.926932954947,2015-08-28
17991,6370.929384007326,2015-08-27
18847,6546.647555561186,2015-08-26
19703,6727.2114926522045,2015-08-25
20559,6912.754826557293,2015-08-24
21415,0.16324830612467553,2015-08-23
22271,6127.860575484595,2015-08-22
23127,8558.49161820296,2015-08-21
23983,8794.536013226576,2015-08-20
24839,9037.089785080872,2015-08-19
25695,9286.332442314346,2015-08-18
26551,9542.448443767893,2015-08-17
27407,0.16656585525486328,2015-08-16
28263,6145.339901234898,2015-08-15
29119,6235.347083296044,2015-08-14
29975,6407.326312915637,2015-08-13
30831,6584.0481995787695,2015-08-12
31687,6765.643531147907,2015-08-11
32543,6952.24670221166,2015-08-10
33399,0.1698928659352405,2015-08-09
34255,6162.869077495735,2015-08-08
35111,8607.38406335479,2015-08-07
35967,8844.776761309453,2015-08-06
36823,9088.716018133637,2015-08-05
37679,9339.382367741826,2015-08-04
38535,9596.961322617391,2015-08-03
39391,0.17322936514986334,2015-08-02
40247,6180.448246439262,2015-08-01
16,7349.945371846804,2015-09-17
872,7552.661786623027,2015-09-16
1728,7760.968495265004,2015-09-15
2584,8138.211810658882,2015-09-14
3440,-0.005084310671559777,2015-09-13
4296,5240.958670518462,2015-09-12
5152,5317.722067270985,2015-09-11
6008,5464.396027439115,2015-09-10
6864,5615.114803320362,2015-09-09
7720,5769.9899384643395,2015-09-08
8576,5929.136052447939,2015-09-07
9432,-0.0022468410940300805,2015-09-06
10288,5255.90857875069,2015-09-05
11144,7340.734138554443,2015-09-04
12000,7543.1965359092,2015-09-03
12856,7751.242222112211,2015-09-02
13712,7965.025167059961,2015-09-01
14568,8010.118001523908,2015-08-31
15424,-0.020742158553998198,2015-08-30
16280,5158.461437487189,2015-08-29
17136,5234.016742335853,2015-08-28
17992,5378.382367655853,2015-08-27
18848,5526.729151929079,2015-08-26
19704,5679.166883247922,2015-08-25
20560,5835.8083773219505,2015-08-24
21416,-0.017949344686990058,2015-08-23
22272,5173.17606609575,2015-08-22
23128,7225.190924624053,2015-08-21
23984,7424.4669962894095,2015-08-20
24840,7629.238487762034,2015-08-19
25696,7839.656945781137,2015-08-18
26552,8055.878096277828,2015-08-17
27408,-0.015148565798957186,2015-08-16
28264,-0.14878869554561253,2015-08-15
29120,5263.919542684338,2015-08-14
29976,5409.109795065455,2015-08-13
30832,5558.30394707231,2015-08-12
31688,5711.612413914935,2015-08-11
32544,5869.148655714545,2015-08-10
33400,-0.012339799173899536,2015-08-09
34256,5202.731340030429,2015-08-08
35112,7266.467458231199,2015-08-07
35968,7466.881809462512,2015-08-06
36824,7672.822970742898,2015-08-05
37680,7884.443354457653,2015-08-04
38536,8101.899576055862,2015-08-03
39392,-0.009523022031031718,2015-08-02
40248,5217.5722250675735,2015-08-01
